season,district,site,field_lati,field_long,site_latit,site_longi,block_id,seed_id,seed_rate_,seed_cost_,yield_t.ha,EnvIndex_t,RelYield_%,profit_USD,wi1_4326,slope_deg_,sipi91_432,sipi81_432,sipi71_432,savi91_432,savi81_432,savi71_432,npcri91_43,npcri81_43,npcri71_43,ndwi91_432,ndwi81_432,ndwi71_432,ndvi71_432,gci91_4326,gci81_4326,gci71_4326,evi91_4326,evi81_4326,evi71_4326,Composit_1,Composit_2,Composit_3,Composit_4,Composit_5,Composit_6,Composit_7,Composit_8,Composit_9,Composit10,Composit11,Composit12,Composit13,Composit14,Composit15,Composit16,Composit17,Composit18,Composit19,Composit20,Composit21,Composit22,Composit23,Composit24,Composit25,Composit26,Composit27,Composit28,Composit29,Composit30,bsi91_4326,bsi81_4326,bsi71_4326,bi81_4326,bi71_4326,aspect1_43,arvi91_432,arvi81_432,ARVI71_432
LR2018,Ndalu,Lungai,0.789952000000000,34.902709999999999,0.779332000000000,34.903010000000002,"66762",scduma43,7.140000000000000,"52",3.500000000000000,3.370000000000000,3.857567000000000,986.505199999999945,6.50814,3.65802,1.26841,1.07878,1.05246,0.33519,0.47703,1.05246,0.36516,0.22786,0.18536,-0.56396,-0.63375,-0.64664,0.74881,2.58678,3.46076,3.66000,0.32445,0.50765,0.53756,1595.00000,2439.00000,2951.00000,3038.00000,2841.00000,2391.00000,1411.00000,1015.00000,847.00000,472.00000,903.00000,1786.00000,3215.00000,2806.00000,2534.00000,1151.00000,3524.00000,388.00000,790.00000,617.00000,3495.00000,345.00000,750.00000,502.00000,806.00000,1674.00000,3389.00000,3392.00000,2747.00000,1030.00000,0.32031,0.11978,0.06074,0.35776,0.35309,164.74489,0.26715,0.52040,0.58547
LR2018,Ndalu,Lungai,0.795557000000000,34.901159999999997,0.779332000000000,34.903010000000002,"66772",scduma43,5.330000000000000,"39",5.350000000000000,5.257500000000000,1.759391000000000,1595.625000000000000,6.78988,1.99208,1.15853,1.10551,1.05841,0.37839,0.39433,1.05841,0.32947,0.28974,0.21290,-0.58073,-0.61477,-0.67429,0.75033,2.77025,3.19176,4.14041,0.37436,0.39417,0.51076,1532.00000,2547.00000,2897.00000,2839.00000,2653.00000,2420.00000,1307.00000,688.00000,753.00000,347.00000,1063.00000,1928.00000,2708.00000,2382.00000,2122.00000,1067.00000,2645.00000,277.00000,631.00000,503.00000,3295.00000,305.00000,641.00000,470.00000,897.00000,1789.00000,3218.00000,2998.00000,2432.00000,974.00000,0.29212,0.10560,0.09463,0.26924,0.33284,54.46232,0.39676,0.48778,0.58590
LR2018,Ndalu,Lungai,0.772367000000000,34.899230000000003,0.779332000000000,34.903010000000002,"66804",scduma43,5.330000000000000,"39",5.300000000000000,5.127500000000000,3.364213000000000,1579.140000000000100,5.96399,4.54202,1.42925,1.26070,1.07217,0.27059,0.29333,1.07217,0.37199,0.39612,0.21618,-0.48043,-0.56599,-0.63194,0.71123,1.84934,2.60822,3.43385,0.25656,0.27426,0.47176,2763.00000,3786.00000,3371.00000,3026.00000,3019.00000,2759.00000,2054.00000,1337.00000,1062.00000,612.00000,1255.00000,2048.00000,2263.00000,1964.00000,1747.00000,1113.00000,2284.00000,311.00000,633.00000,719.00000,3117.00000,339.00000,703.00000,526.00000,970.00000,1839.00000,3285.00000,3043.00000,2527.00000,1057.00000,0.33082,0.23873,0.10332,0.23945,0.31611,165.25644,0.15272,0.28688,0.53327
LR2018,Ndalu,Lungai,0.773813000000000,34.899500000000003,0.779332000000000,34.903010000000002,"66823",scduma43,6.660000000000000,"49",4.580000000000000,4.445000000000000,3.037120000000000,1343.202999999999975,7.31286,1.18111,1.13238,1.21822,1.07692,0.43016,0.35214,1.07692,0.31153,0.36013,0.25768,-0.62005,-0.55276,-0.65895,0.72704,3.26384,2.47186,3.86416,0.43759,0.34239,0.49884,1368.00000,2328.00000,3518.00000,3313.00000,3221.00000,2733.00000,1184.00000,722.00000,777.00000,379.00000,1135.00000,2031.00000,3228.00000,3039.00000,2604.00000,1178.00000,2899.00000,398.00000,835.00000,846.00000,3366.00000,314.00000,692.00000,532.00000,964.00000,1834.00000,3551.00000,3355.00000,2780.00000,1084.00000,0.33908,0.19673,0.10013,0.30199,0.34078,78.69007,0.43769,0.32171,0.55143
LR2018,Ndalu,Lungai,0.770393000000000,34.899900000000002,0.779332000000000,34.903010000000002,"70129",scduma43,4.440000000000000,"32",6.750000000000000,6.667500000000000,1.237345000000000,2056.550000000000182,7.15636,4.13700,1.17463,1.06520,1.06548,0.38894,0.44232,1.06548,0.34242,0.26123,0.28058,-0.58910,-0.67086,-0.71880,0.76991,2.86733,4.07650,5.11250,0.38565,0.44939,0.52363,2081.00000,2998.00000,3129.00000,3090.00000,2805.00000,2590.00000,1522.00000,788.00000,799.00000,386.00000,997.00000,1874.00000,2844.00000,2527.00000,2192.00000,1008.00000,2787.00000,222.00000,549.00000,379.00000,3423.00000,250.00000,560.00000,445.00000,908.00000,1791.00000,3441.00000,3178.00000,2537.00000,933.00000,0.31889,0.04522,0.10757,0.28127,0.34518,333.43494,0.37609,0.59756,0.60991
LR2018,Ndalu,Lungai,0.784334000000000,34.894120000000001,0.779332000000000,34.903010000000002,"70136",scduma43,6.660000000000000,"49",5.200000000000000,5.030000000000000,3.379722000000000,1546.218000000000075,8.13719,3.65802,1.15546,1.06069,1.05511,0.36969,0.45553,1.05511,0.33403,0.22111,0.24128,-0.58550,-0.65483,-0.69176,0.77910,2.82504,3.79421,4.48851,0.36316,0.47288,0.55210,1712.00000,2635.00000,2797.00000,2689.00000,2544.00000,2310.00000,1363.00000,637.00000,703.00000,318.00000,874.00000,1733.00000,3048.00000,2846.00000,2407.00000,1034.00000,2982.00000,273.00000,622.00000,428.00000,3584.00000,272.00000,653.00000,445.00000,845.00000,1702.00000,3652.00000,3515.00000,2788.00000,952.00000,0.27634,0.05971,0.04672,0.30126,0.36115,18.43495,0.40481,0.58356,0.62495
LR2018,Ndalu,Lungai,0.788612000000000,34.907840000000000,0.779332000000000,34.903010000000002,"71432",scduma43,7.140000000000000,"52",4.400000000000000,4.385000000000000,0.342075000000000,1282.823000000000093,6.53990,5.10418,1.45632,1.09087,1.08537,0.24335,0.44749,1.08537,0.41579,0.25813,0.30914,-0.50658,-0.59710,-0.66327,0.73446,2.05335,2.96406,3.93944,0.22214,0.46390,0.47512,1931.00000,2788.00000,2949.00000,2461.00000,2824.00000,2478.00000,1577.00000,1076.00000,806.00000,444.00000,1168.00000,2042.00000,3143.00000,2838.00000,2492.00000,1250.00000,3199.00000,342.00000,807.00000,580.00000,3181.00000,257.00000,644.00000,487.00000,1152.00000,1910.00000,3072.00000,2931.00000,2443.00000,1071.00000,0.26859,0.06651,0.07205,0.32512,0.32181,185.19443,0.14890,0.50649,0.55848
LR2018,Ndalu,Lungai,0.790938000000000,34.901690000000002,0.779332000000000,34.903010000000002,"75503",scduma43,7.140000000000000,"52",5.680000000000000,5.452500000000000,4.172398000000000,1705.363000000000056,7.55562,2.77784,1.24685,1.12749,1.06150,0.34344,0.36008,1.06150,0.35470,0.30721,0.18984,-0.54599,-0.59776,-0.64773,0.72180,2.40516,2.97213,3.67742,0.33488,0.35375,0.47332,1959.00000,2895.00000,3055.00000,3034.00000,2756.00000,2535.00000,1524.00000,972.00000,891.00000,463.00000,978.00000,1848.00000,2638.00000,2394.00000,2068.00000,1017.00000,2423.00000,274.00000,610.00000,517.00000,3045.00000,335.00000,651.00000,492.00000,941.00000,1827.00000,3118.00000,2979.00000,2465.00000,996.00000,0.31859,0.12919,0.11908,0.24775,0.30845,180.00000,0.28543,0.44573,0.54904
LR2018,Ndalu,Lungai,0.777101000000000,34.910820000000001,0.779332000000000,34.903010000000002,"78420",scduma43,6.660000000000000,"49",6.870000000000000,6.140000000000000,11.889250000000001,2094.958000000000084,6.21854,3.52422,1.11672,1.07460,1.07125,0.41078,0.43974,1.07125,0.32683,0.28213,0.29954,-0.63830,-0.69439,-0.69664,0.76389,3.52951,4.54420,4.59292,0.40901,0.44492,0.48917,1140.00000,2197.00000,3061.00000,2840.00000,2961.00000,2483.00000,1042.00000,544.00000,627.00000,276.00000,987.00000,1862.00000,3000.00000,2738.00000,2457.00000,936.00000,2822.00000,229.00000,509.00000,409.00000,3160.00000,228.00000,565.00000,423.00000,867.00000,1728.00000,3419.00000,3158.00000,2633.00000,993.00000,0.28916,0.11247,0.07072,0.28515,0.31882,113.19859,0.48240,0.57715,0.60038
LR2018,Ndalu,Lungai,0.781384000000000,34.905729999999998,0.779332000000000,34.903010000000002,"78425",scduma43,6.660000000000000,"49",4.980000000000000,4.700000000000000,5.957447000000000,1474.888999999999896,5.86982,4.98839,1.11111,1.07578,1.07203,0.46512,0.46521,1.07203,0.29412,0.26020,0.26641,-0.62135,-0.64481,-0.66428,0.74495,3.28196,3.63081,3.95729,0.48232,0.48157,0.50668,1479.00000,2635.00000,3745.00000,3584.00000,3510.00000,3107.00000,1478.00000,704.00000,837.00000,384.00000,1211.00000,2300.00000,3516.00000,3183.00000,2880.00000,1262.00000,3186.00000,290.00000,688.00000,494.00000,3366.00000,285.00000,679.00000,492.00000,1111.00000,2072.00000,3667.00000,3437.00000,2997.00000,1244.00000,0.36525,0.06522,0.06731,0.32241,0.34018,13.39250,0.47619,0.55735,0.57540
LR2018,Ndalu,Lungai,0.793502000000000,34.903640000000003,0.779332000000000,34.903010000000002,"78434",scduma43,5.330000000000000,"39",4.050000000000000,4.090000000000000,-0.978000000000000,1167.597999999999956,7.52530,1.90968,1.20969,1.12230,1.06448,0.37051,0.41371,1.06448,0.41209,0.35687,0.29226,-0.62371,-0.64380,-0.67944,0.77816,3.31509,3.61489,4.23913,0.35446,0.40833,0.54670,1293.00000,2263.00000,3003.00000,2917.00000,2773.00000,2436.00000,1274.00000,771.00000,676.00000,321.00000,954.00000,1865.00000,3065.00000,2856.00000,2384.00000,1085.00000,2852.00000,255.00000,618.00000,538.00000,3615.00000,247.00000,690.00000,451.00000,886.00000,1835.00000,3872.00000,3619.00000,3067.00000,1119.00000,0.30172,0.12403,0.00576,0.29023,0.36430,165.96376,0.35481,0.48554,0.62133
LR2018,Ndalu,Lungai,0.795357000000000,34.903939999999999,0.779332000000000,34.903010000000002,"81059",scduma43,5.330000000000000,"39",4.330000000000000,4.045000000000000,7.045735000000000,1260.875000000000000,6.23164,3.47846,1.22217,1.09543,1.06260,0.37245,0.45712,1.06260,0.42385,0.30321,0.24548,-0.62923,-0.66151,-0.68681,0.75894,3.39416,3.90854,4.38591,0.35503,0.46679,0.53362,1364.00000,2277.00000,3263.00000,3010.00000,3086.00000,2702.00000,1254.00000,818.00000,685.00000,331.00000,1053.00000,1903.00000,3234.00000,2952.00000,2604.00000,1136.00000,3220.00000,293.00000,656.00000,548.00000,3517.00000,292.00000,653.00000,482.00000,943.00000,1840.00000,3600.00000,3462.00000,2879.00000,1090.00000,0.31192,0.12358,0.08479,0.32663,0.35499,86.18593,0.34258,0.52441,0.59606
